17:26:12;62772;T21.62;L681
17:26:18;62778;T21.62;L682
17:26:23;62783;T21.62;L682
17:26:29;62789;T21.62;L682
17:26:35;62795;T21.62;L682
17:26:40;62800;T21.62;L681
17:26:46;62806;T21.62;L682
17:26:51;62811;T21.62;L682
17:26:57;62817;T21.62;L682
17:27:03;62823;T21.62;L682
17:27:08;62828;T21.62;L681
17:27:14;62834;T21.62;L681
17:27:20;62840;T21.62;L681
17:27:25;62845;T21.62;L681
17:27:31;62851;T21.62;L681
17:27:37;62857;T21.62;L680
17:27:42;62862;T21.62;L680
17:27:48;62868;T21.62;L680
17:27:53;62873;T21.62;L679
17:27:59;62879;T21.62;L679
17:28:05;62885;T21.69;L679
17:28:10;62890;T21.69;L679
17:28:16;62896;T21.62;L678
17:28:22;62902;T21.62;L678
17:28:27;62907;T21.62;L678
17:28:33;62913;T21.62;L678
17:28:39;62919;T21.62;L677
17:28:44;62924;T21.62;L677
17:28:50;62930;T21.62;L677
17:28:55;62935;T21.62;L677
17:29:01;62941;T21.62;L677
17:29:07;62947;T21.62;L676
17:29:12;62952;T21.62;L676
17:29:18;62958;T21.62;L676
17:29:24;62964;T21.62;L676
17:29:29;62969;T21.62;L676
17:29:35;62975;T21.62;L676
17:29:41;62981;T21.62;L675
17:29:46;62986;T21.62;L675
17:29:52;62992;T21.62;L675
17:29:57;62997;T21.62;L675
17:30:03;63003;T21.62;L677
17:30:09;63009;T21.62;L674
17:30:14;63014;T21.62;L675
17:30:20;63020;T21.62;L674
17:30:26;63026;T21.56;L674
17:30:31;63031;T21.62;L674
17:30:37;63037;T21.62;L674
17:30:43;63043;T21.62;L674
17:30:48;63048;T21.62;L674
17:30:54;63054;T21.62;L674
17:30:59;63059;T21.62;L673
17:31:05;63065;T21.62;L673
17:31:11;63071;T21.56;L674
17:31:16;63076;T21.56;L673
17:31:22;63082;T21.62;L673
17:31:28;63088;T21.62;L673
17:31:33;63093;T21.62;L672
17:31:39;63099;T21.62;L673
17:31:44;63104;T21.62;L672
17:31:50;63110;T21.62;L672
17:31:56;63116;T21.56;L672
17:32:01;63121;T21.62;L672
17:32:07;63127;T21.62;L671
17:32:13;63133;T21.62;L671
17:32:18;63138;T21.62;L671
17:32:24;63144;T21.62;L671
17:32:30;63150;T21.62;L670
17:32:35;63155;T21.62;L670
17:32:41;63161;T21.62;L670
17:32:46;63166;T21.56;L669
17:32:52;63172;T21.56;L669
17:32:58;63178;T21.56;L669
17:33:03;63183;T21.62;L668
17:33:09;63189;T21.62;L668
17:33:15;63195;T21.62;L668
17:33:20;63200;T21.62;L668
17:33:26;63206;T21.56;L667
17:33:32;63212;T21.62;L667
17:33:37;63217;T21.62;L666
17:33:43;63223;T21.62;L665
17:33:48;63228;T21.56;L665
17:33:54;63234;T21.62;L665
17:34:00;63240;T21.56;L664
17:34:05;63245;T21.62;L664
17:34:11;63251;T21.56;L663
17:34:17;63257;T21.56;L663
17:34:22;63262;T21.56;L662
17:34:28;63268;T21.56;L662
17:34:34;63274;T21.56;L662
17:34:39;63279;T21.56;L661
17:34:45;63285;T21.56;L661
17:34:50;63290;T21.62;L660
17:34:56;63296;T21.62;L660
17:35:02;63302;T21.62;L659
17:35:07;63307;T21.62;L659
17:35:13;63313;T21.62;L659
17:35:19;63319;T21.62;L658
17:35:24;63324;T21.56;L657
17:35:30;63330;T21.62;L657
17:35:36;63336;T21.62;L657
17:35:41;63341;T21.56;L656
17:35:47;63347;T21.56;L656
17:35:52;63352;T21.56;L655
17:35:58;63358;T21.62;L655
17:36:04;63364;T21.56;L654
17:36:09;63369;T21.56;L654
17:36:15;63375;T21.56;L654
17:36:21;63381;T21.56;L653
17:36:26;63386;T21.62;L652
17:36:32;63392;T21.56;L652
17:36:38;63398;T21.56;L652
17:36:43;63403;T21.56;L651
17:36:49;63409;T21.56;L651
17:36:54;63414;T21.62;L651
17:37:00;63420;T21.56;L650
17:37:06;63426;T21.56;L650
17:37:11;63431;T21.62;L649
17:37:17;63437;T21.62;L649
17:37:23;63443;T21.62;L648
17:37:28;63448;T21.62;L648
17:37:34;63454;T21.62;L648
17:37:40;63460;T21.56;L648
17:37:45;63465;T21.56;L648
17:37:51;63471;T21.62;L648
17:37:56;63476;T21.56;L647
17:38:02;63482;T21.56;L647
17:38:08;63488;T21.56;L647
17:38:13;63493;T21.62;L647
17:38:19;63499;T21.62;L647
17:38:25;63505;T21.62;L646
17:38:30;63510;T21.62;L646
17:38:36;63516;T21.62;L646
17:38:42;63522;T21.62;L645
17:38:47;63527;T21.62;L646
17:38:53;63533;T21.56;L645
17:38:58;63538;T21.62;L645
17:39:04;63544;T21.62;L645
17:39:10;63550;T21.62;L645
17:39:15;63555;T21.62;L645
17:39:21;63561;T21.62;L645
17:39:27;63567;T21.62;L645
17:39:32;63572;T21.62;L645
17:39:38;63578;T21.62;L644
17:39:44;63584;T21.62;L644
17:39:49;63589;T21.62;L644
17:39:55;63595;T21.62;L644
17:40:00;63600;T21.62;L644
17:40:06;63606;T21.62;L644
17:40:12;63612;T21.62;L643
17:40:17;63617;T21.62;L642
17:40:23;63623;T21.62;L642
17:40:29;63629;T21.62;L643
17:40:34;63634;T21.62;L643
17:40:40;63640;T21.56;L641
17:40:46;63646;T21.62;L641
17:40:51;63651;T21.62;L641
17:40:57;63657;T21.62;L641
17:41:02;63662;T21.62;L641
17:41:08;63668;T21.62;L641
17:41:14;63674;T21.62;L640
17:41:19;63679;T21.62;L640
17:41:25;63685;T21.62;L640
17:41:31;63691;T21.62;L639
17:41:36;63696;T21.62;L639
17:41:42;63702;T21.62;L639
17:41:48;63708;T21.62;L639
17:41:53;63713;T21.62;L639
17:41:59;63719;T21.62;L638
17:42:04;63724;T21.62;L638
17:42:10;63730;T21.62;L638
17:42:16;63736;T21.62;L638
17:42:21;63741;T21.62;L638
17:42:27;63747;T21.62;L637
17:42:33;63753;T21.62;L637
17:42:38;63758;T21.62;L637
17:42:44;63764;T21.62;L637
17:42:50;63770;T21.62;L637
17:42:55;63775;T21.62;L637
17:43:01;63781;T21.62;L637
17:43:06;63786;T21.62;L637
17:43:12;63792;T21.62;L636
17:43:18;63798;T21.62;L636
17:43:23;63803;T21.62;L636
17:43:29;63809;T21.62;L636
17:43:35;63815;T21.62;L636
17:43:40;63820;T21.62;L635
17:43:46;63826;T21.62;L635
17:43:52;63832;T21.62;L635
17:43:57;63837;T21.62;L636
17:44:03;63843;T21.62;L634
17:44:08;63848;T21.62;L635
17:44:14;63854;T21.62;L634
17:44:20;63860;T21.62;L634
17:44:25;63865;T21.62;L634
17:44:31;63871;T21.62;L634
17:44:37;63877;T21.62;L635
17:44:42;63882;T21.62;L634
17:44:48;63888;T21.62;L633
17:44:54;63894;T21.62;L634
17:44:59;63899;T21.62;L634
17:45:05;63905;T21.62;L634
17:45:10;63910;T21.62;L634
17:45:16;63916;T21.62;L634
17:45:22;63922;T21.62;L633
17:45:27;63927;T21.62;L633
17:45:33;63933;T21.62;L633
17:45:39;63939;T21.62;L632
17:45:44;63944;T21.62;L631
17:45:50;63950;T21.62;L631
17:45:56;63956;T21.69;L631
17:46:01;63961;T21.69;L631
17:46:07;63967;T21.69;L631
17:46:12;63972;T21.69;L630
17:46:18;63978;T21.69;L630
17:46:24;63984;T21.62;L630
17:46:29;63989;T21.62;L629
17:46:35;63995;T21.69;L629
17:46:41;64001;T21.62;L630
17:46:46;64006;T21.69;L629
17:46:52;64012;T21.69;L628
17:46:58;64018;T21.69;L629
17:47:03;64023;T21.69;L629
17:47:09;64029;T21.69;L628
17:47:14;64034;T21.69;L628
17:47:20;64040;T21.69;L628
17:47:26;64046;T21.69;L628
17:47:31;64051;T21.69;L628
17:47:37;64057;T21.69;L628
17:47:43;64063;T21.69;L628
17:47:48;64068;T21.69;L628
17:47:54;64074;T21.69;L628
17:48:00;64080;T21.69;L628
17:48:05;64085;T21.69;L628
17:48:11;64091;T21.69;L628
17:48:16;64096;T21.69;L629
17:48:22;64102;T21.69;L629
17:48:28;64108;T21.69;L629
17:48:33;64113;T21.69;L630
17:48:39;64119;T21.69;L630
17:48:45;64125;T21.69;L630
17:48:50;64130;T21.69;L632
17:48:56;64136;T21.69;L633
17:49:02;64142;T21.69;L634
17:49:07;64147;T21.69;L634
17:49:13;64153;T21.69;L634
17:49:18;64158;T21.69;L633
17:49:24;64164;T21.69;L631
17:49:30;64170;T21.69;L630
17:49:35;64175;T21.69;L630
17:49:41;64181;T21.69;L629
17:49:47;64187;T21.69;L629
17:49:52;64192;T21.69;L629
17:49:58;64198;T21.69;L629
17:50:04;64204;T21.69;L629
17:50:09;64209;T21.69;L629
17:50:15;64215;T21.69;L629
17:50:20;64220;T21.69;L630
17:50:26;64226;T21.69;L629
17:50:32;64232;T21.69;L629
17:50:37;64237;T21.69;L629
17:50:43;64243;T21.69;L628
17:50:49;64249;T21.69;L628
17:50:54;64254;T21.69;L629
17:51:00;64260;T21.69;L628
17:51:06;64266;T21.69;L629
17:51:11;64271;T21.69;L628
17:51:17;64277;T21.69;L629
17:51:22;64282;T21.69;L630
17:51:28;64288;T21.69;L630
17:51:34;64294;T21.69;L631
17:51:39;64299;T21.69;L631
17:51:45;64305;T21.69;L630
17:51:51;64311;T21.69;L630
17:51:56;64316;T21.69;L631
17:52:02;64322;T21.69;L630
17:52:08;64328;T21.69;L629
17:52:13;64333;T21.69;L628
17:52:19;64339;T21.69;L628
17:52:24;64344;T21.69;L629
17:52:30;64350;T21.69;L630
17:52:36;64356;T21.69;L630
17:52:41;64361;T21.69;L631
17:52:47;64367;T21.69;L632
17:52:53;64373;T21.69;L632
17:52:58;64378;T21.69;L631
17:53:04;64384;T21.69;L632
17:53:10;64390;T21.69;L633
17:53:15;64395;T21.69;L634
17:53:21;64401;T21.69;L635
17:53:26;64406;T21.69;L635
17:53:32;64412;T21.69;L635
17:53:38;64418;T21.69;L635
17:53:43;64423;T21.69;L635
17:53:49;64429;T21.69;L634
17:53:55;64435;T21.69;L632
17:54:00;64440;T21.69;L632
17:54:06;64446;T21.69;L633
17:54:12;64452;T21.69;L633
17:54:17;64457;T21.69;L633
17:54:23;64463;T21.69;L634
17:54:28;64468;T21.69;L633
17:54:34;64474;T21.75;L632
17:54:40;64480;T21.69;L632
17:54:45;64485;T21.75;L630
17:54:51;64491;T21.75;L629
17:54:57;64497;T21.75;L628
17:55:02;64502;T21.75;L626
17:55:08;64508;T21.75;L624
17:55:14;64514;T21.75;L624
17:55:19;64519;T21.75;L624
17:55:25;64525;T21.75;L624
17:55:30;64530;T21.69;L624
17:55:36;64536;T21.75;L624
17:55:42;64542;T21.75;L623
17:55:47;64547;T21.75;L623
17:55:53;64553;T21.75;L622
17:55:59;64559;T21.75;L623
17:56:04;64564;T21.75;L623
17:56:10;64570;T21.75;L623
17:56:16;64576;T21.75;L623
17:56:21;64581;T21.75;L623
17:56:27;64587;T21.75;L622
17:56:32;64592;T21.75;L623
17:56:38;64598;T21.75;L617
17:56:44;64604;T21.75;L616
17:56:49;64609;T21.75;L616
17:56:55;64615;T21.69;L617
17:57:01;64621;T21.69;L616
17:57:06;64626;T21.69;L616
17:57:12;64632;T21.69;L621
17:57:18;64638;T21.69;L622
